symbol,companyname,companycode,Revenue Sep 2022,EBITDA Sep 2022,Profit Sep 2022,Margin Sep 2022,Revenue Jun 2022,EBITDA Jun 2022,Profit Jun 2022,Margin Jun 2022,Revenue Mar 2022,EBITDA Mar 2022,Profit Mar 2022,Margin Mar 2022,Revenue Dec 2021,EBITDA Dec 2021,Profit Dec 2021,Margin Dec 2021,Revenue Sep 2021,EBITDA Sep 2021,Profit Sep 2021,Margin Sep 2021,Revenue Jun 2021,EBITDA Jun 2021,Profit Jun 2021,Margin Jun 2021,Revenue Mar 2021,EBITDA Mar 2021,Profit Mar 2021,Margin Mar 2021,Revenue Dec 2020,EBITDA Dec 2020,Profit Dec 2020,Margin Dec 2020,Revenue Sep 2020,EBITDA Sep 2020,Profit Sep 2020,Margin Sep 2020,Revenue Jun 2020,EBITDA Jun 2020,Profit Jun 2020,Margin Jun 2020,Revenue Mar 2020,EBITDA Mar 2020,Profit Mar 2020,Margin Mar 2020,Revenue Dec 2019,EBITDA Dec 2019,Profit Dec 2019,Margin Dec 2019,Revenue Sep 2019,EBITDA Sep 2019,Profit Sep 2019,Margin Sep 2019,Revenue Jun 2019,EBITDA Jun 2019,Profit Jun 2019,Margin Jun 2019,Revenue Mar 2019,EBITDA Mar 2019,Profit Mar 2019,Margin Mar 2019,Revenue Dec 2018,EBITDA Dec 2018,Profit Dec 2018,Margin Dec 2018,Revenue Sep 2018,EBITDA Sep 2018,Profit Sep 2018,Margin Sep 2018,Revenue Jun 2018,EBITDA Jun 2018,Profit Jun 2018,Margin Jun 2018,Revenue Sep 2015,EBITDA Sep 2015,Profit Sep 2015,Margin Sep 2015,Revenue Jun 2015,EBITDA Jun 2015,Profit Jun 2015,Margin Jun 2015,Revenue Mar 2018,EBITDA Mar 2018,Profit Mar 2018,Margin Mar 2018,Revenue Dec 2017,EBITDA Dec 2017,Profit Dec 2017,Margin Dec 2017,Revenue Sep 2017,EBITDA Sep 2017,Profit Sep 2017,Margin Sep 2017,Revenue Jun 2017,EBITDA Jun 2017,Profit Jun 2017,Margin Jun 2017,Revenue Mar 2017,EBITDA Mar 2017,Profit Mar 2017,Margin Mar 2017,Revenue Dec 2016,EBITDA Dec 2016,Profit Dec 2016,Margin Dec 2016,Revenue Sep 2016,EBITDA Sep 2016,Profit Sep 2016,Margin Sep 2016,Revenue Jun 2016,EBITDA Jun 2016,Profit Jun 2016,Margin Jun 2016,Revenue Mar 2016,EBITDA Mar 2016,Profit Mar 2016,Margin Mar 2016,Revenue Dec 2015,EBITDA Dec 2015,Profit Dec 2015,Margin Dec 2015,Revenue Mar 2015,EBITDA Mar 2015,Profit Mar 2015,Margin Mar 2015,Revenue Dec 2014,EBITDA Dec 2014,Profit Dec 2014,Margin Dec 2014,Revenue Sep 2014,EBITDA Sep 2014,Profit Sep 2014,Margin Sep 2014,Revenue Jun 2014,EBITDA Jun 2014,Profit Jun 2014,Margin Jun 2014,Revenue Mar 2014,EBITDA Mar 2014,Profit Mar 2014,Margin Mar 2014,Revenue Dec 2013,EBITDA Dec 2013,Profit Dec 2013,Margin Dec 2013,Revenue Sep 2013,EBITDA Sep 2013,Profit Sep 2013,Margin Sep 2013,Revenue Jun 2013,EBITDA Jun 2013,Profit Jun 2013,Margin Jun 2013,Revenue Mar 2013,EBITDA Mar 2013,Profit Mar 2013,Margin Mar 2013,Revenue Dec 2012,EBITDA Dec 2012,Profit Dec 2012,Margin Dec 2012,Revenue Sep 2012,EBITDA Sep 2012,Profit Sep 2012,Margin Sep 2012,Revenue Jun 2012,EBITDA Jun 2012,Profit Jun 2012,Margin Jun 2012,Revenue Dec 2011,EBITDA Dec 2011,Profit Dec 2011,Margin Dec 2011,Revenue Mar 2012,EBITDA Mar 2012,Profit Mar 2012,Margin Mar 2012,Revenue Sep 2011,EBITDA Sep 2011,Profit Sep 2011,Margin Sep 2011,Revenue Jun 2011,EBITDA Jun 2011,Profit Jun 2011,Margin Jun 2011,Revenue Mar 2011,EBITDA Mar 2011,Profit Mar 2011,Margin Mar 2011,Revenue Dec 2010,EBITDA Dec 2010,Profit Dec 2010,Margin Dec 2010,Revenue Sep 2010,EBITDA Sep 2010,Profit Sep 2010,Margin Sep 2010,Revenue Jun 2010,EBITDA Jun 2010,Profit Jun 2010,Margin Jun 2010,Revenue Mar 2010,EBITDA Mar 2010,Profit Mar 2010,Margin Mar 2010,Revenue Dec 2009,EBITDA Dec 2009,Profit Dec 2009,Margin Dec 2009,Revenue Sep 2009,EBITDA Sep 2009,Profit Sep 2009,Margin Sep 2009,Revenue Mar 2009,EBITDA Mar 2009,Profit Mar 2009,Margin Mar 2009,Revenue Dec 2008,EBITDA Dec 2008,Profit Dec 2008,Margin Dec 2008,Revenue Sep 2008,EBITDA Sep 2008,Profit Sep 2008,Margin Sep 2008,Revenue Jun 2008,EBITDA Jun 2008,Profit Jun 2008,Margin Jun 2008,Revenue Mar 2008,EBITDA Mar 2008,Profit Mar 2008,Margin Mar 2008,Revenue Dec 2007,EBITDA Dec 2007,Profit Dec 2007,Margin Dec 2007,Revenue Sep 2007,EBITDA Sep 2007,Profit Sep 2007,Margin Sep 2007,Revenue Jun 2007,EBITDA Jun 2007,Profit Jun 2007,Margin Jun 2007,Revenue Dec 2006,EBITDA Dec 2006,Profit Dec 2006,Margin Dec 2006,Revenue Jun 2009,EBITDA Jun 2009,Profit Jun 2009,Margin Jun 2009,Revenue Jun 2005,EBITDA Jun 2005,Profit Jun 2005,Margin Jun 2005,Revenue Mar 2007,EBITDA Mar 2007,Profit Mar 2007,Margin Mar 2007,Revenue Sep 2006,EBITDA Sep 2006,Profit Sep 2006,Margin Sep 2006,Revenue Jun 2006,EBITDA Jun 2006,Profit Jun 2006,Margin Jun 2006,Revenue Mar 2006,EBITDA Mar 2006,Profit Mar 2006,Margin Mar 2006,Revenue Dec 2005,EBITDA Dec 2005,Profit Dec 2005,Margin Dec 2005,Revenue Sep 2005,EBITDA Sep 2005,Profit Sep 2005,Margin Sep 2005
NH,narayanahrudayalaya,NH,1141.58,194.76,168.85,17.06,1033.43,144.51,110.80,13.98,940.72,128.32,68.95,13.64,959.63,128.88,99.81,13.43,940.28,122.98,101.62,13.08,859.80,88.96,77.68,10.35,837.76,96.93,69.99,11.57,750.36,58.44,40.84,7.79,600.73,-19.46,-2.37,-3.24,393.50,-137.33,-118.74,-34.9,742.95,40.66,12.44,5.47,785.19,56.32,32.41,7.17,822.30,78.75,46.62,9.58,777.37,61.38,31.01,7.9,765.20,53.60,33.46,7.0,732.10,43.05,14.98,5.88,711.28,38.97,15.52,5.48,652.34,14.83,-2.35,2.27,,,,,,,,,646.80,26.23,12.34,4.06,553.84,27.95,13.54,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATCOPHARM,natcopharma,NP07,432.10,53.60,56.80,12.4,884.60,355.70,320.40,40.21,596.80,-56.70,-50.50,-9.5,560.50,65.80,80.40,11.74,377.20,35.80,65.10,9.49,410.30,76.00,75.00,18.52,331.30,45.80,53.00,13.82,355.20,52.70,63.40,14.84,802.20,247.70,203.90,30.88,563.40,143.10,122.10,25.4,454.80,97.80,93.20,21.5,482.20,103.30,104.40,21.42,485.70,112.40,117.70,23.14,492.30,169.30,142.80,34.39,455.70,126.60,120.40,27.78,556.70,187.70,159.30,33.72,543.50,200.30,181.60,36.85,538.60,199.20,181.10,36.98,,,,,,,,,767.80,365.30,299.70,47.58,562.20,269.30,217.40,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATPEROXID,nationalperoxide,NP03,97.20,2.40,3.10,2.47,75.80,-0.33,11.41,-0.44,49.96,-6.48,-0.05,-12.97,79.74,12.97,8.84,16.27,67.55,8.51,7.29,12.6,28.68,-15.42,-10.65,-53.77,64.15,1.46,-8.37,2.28,66.51,12.20,9.00,18.34,53.88,13.64,22.33,25.32,30.46,-2.22,-1.79,-7.29,47.50,5.55,3.04,11.68,31.77,-10.49,-5.53,-33.02,54.79,3.35,5.78,6.11,57.18,15.94,14.63,27.88,68.99,21.01,17.49,30.45,98.22,52.16,37.05,53.11,128.74,80.81,55.49,62.77,106.33,63.66,43.77,59.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVA,nava,NBV,741.68,196.24,178.42,26.46,1025.02,387.55,338.99,37.81,1016.47,326.44,359.65,32.12,949.92,333.75,190.93,35.13,823.35,265.47,-15.75,32.24,557.93,106.01,38.45,19.0,688.67,187.19,159.42,27.18,660.13,198.11,161.79,30.01,600.39,165.75,134.04,27.61,599.32,206.01,95.43,34.37,809.10,166.84,185.11,20.62,543.34,138.85,54.86,25.55,680.60,181.88,99.14,26.72,800.32,241.52,122.43,30.18,773.70,227.88,79.02,29.45,818.57,299.85,129.91,36.63,768.35,271.25,140.51,35.3,740.76,205.57,115.35,27.75,,,,,,,,,884.80,336.06,212.46,37.98,580.26,97.96,19.79,16.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVINFLUOR,navinfluorineinternational,NFI,419.20,76.17,57.81,18.17,397.52,86.76,74.45,21.83,408.94,82.37,75.16,20.14,378.95,86.45,68.79,22.81,338.96,72.30,63.22,21.33,326.51,65.78,55.92,20.15,336.43,72.67,73.22,21.6,309.10,69.47,56.45,22.47,318.92,79.87,64.42,25.04,214.95,43.11,52.96,20.06,276.57,57.69,270.09,20.86,260.50,56.30,45.13,21.61,272.94,59.63,46.55,21.85,251.55,52.87,39.60,21.02,252.58,44.87,33.53,17.76,233.85,45.18,38.63,19.32,253.37,44.25,34.56,17.46,256.13,56.54,40.73,22.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVKARCORP,navkarcorporation,NC02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.23,25.26,21.53,29.99,81.33,26.70,19.02,32.83,,,,,106.46,32.18,23.47,30.23,107.80,34.95,24.81,32.42,98.83,33.57,21.71,33.97,99.07,30.32,20.23,30.6,90.17,27.86,19.46,30.9,87.80,28.89,22.41,32.9,87.99,30.30,23.51,34.44,89.70,32.31,25.80,36.02,86.21,29.96,28.79,34.75,83.18,27.11,12.44,32.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVNETEDUL,navneeteducation,NP01,329.80,8.31,-2.19,2.52,693.74,184.14,133.76,26.54,322.10,46.83,38.04,14.54,233.18,7.12,74.70,3.05,231.17,12.55,10.87,5.43,327.85,46.45,36.48,14.17,215.65,25.71,19.29,11.92,123.20,-33.26,-27.33,-27.0,163.73,-10.20,22.61,-6.23,331.99,57.65,38.53,17.36,250.58,40.01,33.97,15.97,196.65,-3.56,-4.73,-1.81,253.29,11.17,27.46,4.41,811.53,219.01,140.61,26.99,305.34,37.09,29.05,12.15,183.64,-15.68,-19.06,-8.54,269.68,28.81,15.99,10.68,686.35,187.88,121.23,27.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAZARA,nazaratechnologies,NT,263.80,3.40,17.40,1.29,223.10,16.50,16.50,7.4,175.10,1.60,4.90,0.91,185.80,15.60,14.80,8.4,129.60,9.20,14.50,7.1,131.20,16.90,14.00,12.88,123.38,1.95,4.78,1.58,130.37,14.11,18.09,10.82,109.96,11.80,14.15,10.73,90.50,-22.20,-21.00,-24.53,87.08,-6.03,-6.80,-6.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBCC,nbccindia,NBC01,2013.08,87.18,97.69,4.33,1786.72,51.20,-5.79,2.87,2441.04,71.82,41.19,2.94,2009.05,71.56,87.07,3.56,1912.58,50.73,74.57,2.65,1386.78,8.28,37.02,0.6,2624.68,74.93,83.66,2.85,2103.61,62.45,96.84,2.97,1360.12,13.21,45.64,0.97,676.95,-37.01,10.24,-5.47,2568.73,50.10,84.05,1.95,1930.02,24.27,55.05,1.26,1656.32,-2.42,-91.01,-0.15,1885.76,25.08,50.92,1.33,3087.46,157.57,142.65,5.1,2403.73,69.53,86.65,2.89,2063.42,58.21,79.30,2.82,2251.77,75.44,82.66,3.35,,,,,,,,,2522.41,190.28,150.50,7.54,1499.78,73.69,73.47,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCC,ncc,NCC01,3373.43,260.43,136.87,7.72,3321.35,259.64,134.81,7.82,3477.35,223.22,234.42,6.42,3014.94,229.30,83.77,7.61,2581.37,219.20,121.29,8.49,2064.30,165.34,53.15,8.01,2816.60,261.16,118.42,9.27,2126.90,210.73,76.51,9.91,1708.32,186.94,69.74,10.94,1297.60,79.00,17.08,6.09,2334.41,240.54,66.69,10.3,2281.40,212.99,102.78,9.34,1938.28,206.38,80.79,10.65,2346.98,228.12,74.47,9.72,3761.08,426.86,177.27,11.35,3378.67,363.86,169.07,10.77,3242.76,353.15,124.17,10.89,2513.13,262.77,103.92,10.46,,,,,,,,,2616.09,257.21,19.68,9.83,2066.65,213.12,97.79,10.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCLIND,nclindustries,NCL,364.97,11.47,2.53,3.14,390.67,21.57,12.25,5.52,445.41,29.09,16.27,6.53,369.59,24.78,14.46,6.7,415.40,50.04,30.74,12.05,403.01,55.78,33.47,13.84,405.20,51.40,29.01,12.69,369.49,61.50,41.59,16.64,348.08,70.12,42.90,20.14,260.91,54.41,31.95,20.85,246.87,12.56,7.66,5.09,210.64,15.30,5.43,7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDRAUTO,ndrautocomponents,NAC02,93.76,7.67,6.13,8.18,63.04,2.70,2.59,4.28,79.59,3.65,3.55,4.59,55.43,0.33,2.22,0.6,53.38,1.60,2.53,3.0,44.14,1.03,1.93,2.33,52.19,1.53,2.40,2.93,30.59,1.06,1.98,3.47,28.49,1.59,2.56,5.58,2.86,-2.80,-1.36,-97.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDTV,newdelhitelevision,NDT01,105.80,14.62,12.85,13.82,107.74,25.11,25.53,23.31,103.80,24.58,25.44,23.68,116.36,33.91,28.70,29.14,91.21,9.88,11.98,10.83,85.02,11.07,16.25,13.02,84.72,-4.18,24.05,-4.93,105.83,28.65,22.72,27.07,94.35,25.44,20.54,26.96,72.73,13.41,7.60,18.44,92.60,8.85,10.16,9.56,93.67,14.22,12.22,15.18,77.22,-3.49,-9.75,-4.52,109.67,22.39,16.70,20.42,102.24,13.75,13.02,13.45,102.54,14.30,8.61,13.95,93.48,1.17,0.78,1.25,98.18,2.76,-2.99,2.81,,,,,,,,,108.40,-12.90,-18.43,-11.9,112.24,-5.77,-21.66,-5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NECLIFE,nectarlifesciences,NL01,388.65,-22.19,-22.47,-5.71,403.02,27.11,3.90,6.73,476.23,34.89,11.66,7.33,443.00,32.31,9.73,7.29,364.57,13.30,1.86,3.65,385.05,21.09,1.79,5.48,349.49,14.22,-40.97,4.07,378.00,17.66,-8.07,4.67,427.97,16.38,-7.31,3.83,389.62,1.60,-16.90,0.41,564.76,38.86,7.42,6.88,647.96,40.76,8.22,6.29,578.35,34.08,2.45,5.89,575.33,45.59,13.70,7.92,795.63,59.84,17.42,7.52,732.60,48.46,10.99,6.61,723.86,48.83,5.90,6.75,530.77,43.86,13.28,8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.41,14.86,14.73,18.48,,,,,79.57,13.15,9.10,16.53
NITESHEST,nelholdingssouth,NE07,9.15,-91.75,-109.05,-1002.73,9.69,-18.62,-31.72,-192.16,22.11,-25.69,-305.66,-116.19,16.68,-7.06,-27.34,-42.33,40.37,24.04,0.56,59.55,15.14,-3.03,267.13,-20.01,54.57,-28.94,-44.09,-53.03,59.45,-8.56,-40.63,-14.4,7.36,-240.38,-68.94,-3266.03,3.44,-1.34,-51.46,-38.95,3.73,5.52,-606.21,147.99,23.53,-10.67,-28.20,-45.35,7.66,-52.49,-57.25,-685.25,6.73,-4.36,-27.32,-64.78,67.16,-34.15,-23.88,-50.85,7.64,-11.91,-47.03,-155.89,23.82,-11.95,-51.56,-50.17,14.30,-11.89,-44.17,-83.15,,,,,,,,,-46.00,-110.48,-135.62,240.17,12.12,-11.82,-42.44,-97.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NELCAST,nelcast,N06,328.52,21.16,12.15,6.44,295.25,13.32,7.77,4.51,267.92,11.34,6.76,4.23,232.22,4.87,2.08,2.1,238.01,6.93,3.36,2.91,183.66,4.33,2.03,2.36,220.45,12.44,6.64,5.64,185.77,10.43,6.13,5.61,139.43,7.80,4.67,5.59,65.31,-10.04,-8.40,-15.37,125.47,8.27,22.89,6.59,124.50,4.14,2.70,3.33,128.11,5.44,3.43,4.25,188.67,11.88,6.99,6.3,174.33,10.28,6.30,5.9,242.91,17.54,11.55,7.22,242.91,17.54,11.55,7.22,205.37,17.20,11.42,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NELCO,nelco,NEL,75.44,7.64,4.47,10.13,81.68,8.76,4.72,10.72,71.69,5.67,3.03,7.91,72.06,7.88,5.26,10.94,61.22,5.96,3.40,9.74,55.10,6.42,4.38,11.65,64.83,7.39,4.48,11.4,58.55,5.93,3.82,10.13,53.22,4.62,2.22,8.68,49.52,4.63,1.84,9.35,61.23,10.21,5.82,16.67,56.36,8.45,3.65,14.99,53.58,5.07,1.53,9.46,48.76,6.02,3.38,12.35,51.51,7.29,4.27,14.15,45.28,5.65,4.00,12.48,45.19,4.29,9.99,9.49,49.03,5.71,3.94,11.65,,,,,,,,,39.05,5.34,3.63,13.67,37.24,4.85,3.33,13.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEOCORP,neocorpinternational,NS02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.65,34.36,6.80,8.45,352.54,35.53,18.93,10.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.80,-33.60,-37.10,-32.68,,,,,209.82,-42.70,-56.92,-20.35,417.73,38.26,8.18,9.16,345.13,30.80,12.83,8.92,328.09,31.55,13.41,9.62,261.35,23.95,10.57,9.16,384.24,29.50,3.14,7.68,177.45,19.76,6.65,11.14,267.21,24.85,12.70,9.3,169.69,18.15,7.50,10.7,215.88,10.52,1.92,4.87,144.31,15.16,8.39,10.51,146.04,16.72,4.91,11.45,119.84,16.43,5.91,13.71,108.62,6.18,2.93,5.69,112.99,20.78,5.87,18.39,116.11,14.04,7.30,12.09,93.33,10.28,5.11,11.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEOGEN,neogenchemicals,NC11,148.12,20.37,9.81,13.75,147.90,20.76,11.06,14.04,156.80,22.83,15.56,14.56,132.64,20.09,10.47,15.15,113.18,18.20,11.10,16.08,84.64,13.77,7.32,16.27,92.70,16.66,9.27,17.97,85.18,15.08,8.43,17.7,81.95,13.75,7.21,16.78,76.59,11.96,6.04,15.62,82.30,14.09,7.31,17.12,82.29,14.64,8.14,17.79,77.09,13.49,7.70,17.5,64.44,10.59,5.43,16.43,79.83,15.56,8.75,19.49,63.20,9.52,4.32,15.06,57.29,9.32,4.92,16.27,38.73,6.18,2.86,15.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NESCO,nesco,NES,142.87,93.40,81.90,65.37,103.06,58.79,53.70,57.04,91.07,54.52,53.52,59.87,93.36,54.18,49.30,58.03,80.76,43.16,43.99,53.44,72.68,39.27,42.36,54.03,75.07,41.31,39.72,55.03,82.48,46.48,48.93,56.35,64.21,28.99,32.47,45.15,69.34,43.14,51.33,62.22,117.75,66.42,52.92,56.41,115.08,70.26,69.12,61.05,120.64,73.45,73.95,60.88,78.26,45.63,37.90,58.31,93.51,62.64,51.40,66.99,90.04,49.61,42.99,55.1,100.05,62.93,49.25,62.9,76.01,44.37,36.79,58.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NET4,net4india,NI16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.00,-3.83,-6.79,-34.82,11.37,-5.41,-1.50,-47.58,,,,,,,,,,,,,,,,,,,,,,,,,8.69,-4.23,-3.83,-48.68,12.12,-10.23,-9.98,-84.41,14.72,-62.21,-50.16,-422.62,12.27,-6.80,-5.58,-55.42,12.57,-37.14,-29.29,-295.47,13.16,1.72,-4.43,13.07,12.90,-25.71,-29.12,-199.3,13.34,-28.94,-21.35,-216.94,24.22,-135.09,-136.86,-557.76,19.63,-112.47,-127.78,-572.95,34.97,-38.28,-77.55,-109.47,70.29,-7.71,-13.35,-10.97,134.48,14.14,5.43,10.51,137.72,16.92,7.27,12.29,117.05,15.39,5.96,13.15,98.12,12.31,6.42,12.55,126.92,16.89,9.57,13.31,145.25,20.22,9.55,13.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
