symbol,companyname,companycode,Revenue Sep 2022,EBITDA Sep 2022,Profit Sep 2022,Margin Sep 2022,Revenue Jun 2022,EBITDA Jun 2022,Profit Jun 2022,Margin Jun 2022,Revenue Mar 2022,EBITDA Mar 2022,Profit Mar 2022,Margin Mar 2022,Revenue Dec 2021,EBITDA Dec 2021,Profit Dec 2021,Margin Dec 2021,Revenue Sep 2021,EBITDA Sep 2021,Profit Sep 2021,Margin Sep 2021,Revenue Jun 2021,EBITDA Jun 2021,Profit Jun 2021,Margin Jun 2021,Revenue Mar 2021,EBITDA Mar 2021,Profit Mar 2021,Margin Mar 2021,Revenue Dec 2020,EBITDA Dec 2020,Profit Dec 2020,Margin Dec 2020,Revenue Sep 2020,EBITDA Sep 2020,Profit Sep 2020,Margin Sep 2020,Revenue Jun 2020,EBITDA Jun 2020,Profit Jun 2020,Margin Jun 2020,Revenue Mar 2020,EBITDA Mar 2020,Profit Mar 2020,Margin Mar 2020,Revenue Dec 2019,EBITDA Dec 2019,Profit Dec 2019,Margin Dec 2019,Revenue Sep 2019,EBITDA Sep 2019,Profit Sep 2019,Margin Sep 2019,Revenue Jun 2019,EBITDA Jun 2019,Profit Jun 2019,Margin Jun 2019,Revenue Mar 2019,EBITDA Mar 2019,Profit Mar 2019,Margin Mar 2019,Revenue Dec 2018,EBITDA Dec 2018,Profit Dec 2018,Margin Dec 2018,Revenue Sep 2018,EBITDA Sep 2018,Profit Sep 2018,Margin Sep 2018,Revenue Jun 2018,EBITDA Jun 2018,Profit Jun 2018,Margin Jun 2018,Revenue Mar 2012,EBITDA Mar 2012,Profit Mar 2012,Margin Mar 2012,Revenue Mar 2018,EBITDA Mar 2018,Profit Mar 2018,Margin Mar 2018,Revenue Dec 2017,EBITDA Dec 2017,Profit Dec 2017,Margin Dec 2017,Revenue Sep 2015,EBITDA Sep 2015,Profit Sep 2015,Margin Sep 2015,Revenue Jun 2015,EBITDA Jun 2015,Profit Jun 2015,Margin Jun 2015,Revenue Sep 2017,EBITDA Sep 2017,Profit Sep 2017,Margin Sep 2017,Revenue Jun 2017,EBITDA Jun 2017,Profit Jun 2017,Margin Jun 2017,Revenue Mar 2017,EBITDA Mar 2017,Profit Mar 2017,Margin Mar 2017,Revenue Dec 2016,EBITDA Dec 2016,Profit Dec 2016,Margin Dec 2016,Revenue Sep 2016,EBITDA Sep 2016,Profit Sep 2016,Margin Sep 2016,Revenue Jun 2016,EBITDA Jun 2016,Profit Jun 2016,Margin Jun 2016,Revenue Mar 2016,EBITDA Mar 2016,Profit Mar 2016,Margin Mar 2016,Revenue Dec 2015,EBITDA Dec 2015,Profit Dec 2015,Margin Dec 2015,Revenue Mar 2015,EBITDA Mar 2015,Profit Mar 2015,Margin Mar 2015,Revenue Dec 2014,EBITDA Dec 2014,Profit Dec 2014,Margin Dec 2014,Revenue Sep 2014,EBITDA Sep 2014,Profit Sep 2014,Margin Sep 2014,Revenue Jun 2014,EBITDA Jun 2014,Profit Jun 2014,Margin Jun 2014,Revenue Mar 2014,EBITDA Mar 2014,Profit Mar 2014,Margin Mar 2014,Revenue Dec 2013,EBITDA Dec 2013,Profit Dec 2013,Margin Dec 2013,Revenue Sep 2013,EBITDA Sep 2013,Profit Sep 2013,Margin Sep 2013,Revenue Jun 2013,EBITDA Jun 2013,Profit Jun 2013,Margin Jun 2013,Revenue Mar 2013,EBITDA Mar 2013,Profit Mar 2013,Margin Mar 2013,Revenue Dec 2012,EBITDA Dec 2012,Profit Dec 2012,Margin Dec 2012,Revenue Sep 2012,EBITDA Sep 2012,Profit Sep 2012,Margin Sep 2012,Revenue Jun 2012,EBITDA Jun 2012,Profit Jun 2012,Margin Jun 2012,Revenue Dec 2011,EBITDA Dec 2011,Profit Dec 2011,Margin Dec 2011,Revenue Sep 2011,EBITDA Sep 2011,Profit Sep 2011,Margin Sep 2011,Revenue Jun 2011,EBITDA Jun 2011,Profit Jun 2011,Margin Jun 2011,Revenue Mar 2011,EBITDA Mar 2011,Profit Mar 2011,Margin Mar 2011,Revenue Dec 2010,EBITDA Dec 2010,Profit Dec 2010,Margin Dec 2010,Revenue Sep 2010,EBITDA Sep 2010,Profit Sep 2010,Margin Sep 2010,Revenue Jun 2010,EBITDA Jun 2010,Profit Jun 2010,Margin Jun 2010,Revenue Mar 2010,EBITDA Mar 2010,Profit Mar 2010,Margin Mar 2010,Revenue Dec 2009,EBITDA Dec 2009,Profit Dec 2009,Margin Dec 2009,Revenue Sep 2009,EBITDA Sep 2009,Profit Sep 2009,Margin Sep 2009,Revenue Mar 2009,EBITDA Mar 2009,Profit Mar 2009,Margin Mar 2009,Revenue Dec 2008,EBITDA Dec 2008,Profit Dec 2008,Margin Dec 2008,Revenue Sep 2008,EBITDA Sep 2008,Profit Sep 2008,Margin Sep 2008,Revenue Jun 2008,EBITDA Jun 2008,Profit Jun 2008,Margin Jun 2008,Revenue Mar 2008,EBITDA Mar 2008,Profit Mar 2008,Margin Mar 2008,Revenue Dec 2007,EBITDA Dec 2007,Profit Dec 2007,Margin Dec 2007,Revenue Sep 2007,EBITDA Sep 2007,Profit Sep 2007,Margin Sep 2007,Revenue Jun 2007,EBITDA Jun 2007,Profit Jun 2007,Margin Jun 2007,Revenue Dec 2006,EBITDA Dec 2006,Profit Dec 2006,Margin Dec 2006,Revenue Jun 2009,EBITDA Jun 2009,Profit Jun 2009,Margin Jun 2009,Revenue Jun 2005,EBITDA Jun 2005,Profit Jun 2005,Margin Jun 2005,Revenue Mar 2007,EBITDA Mar 2007,Profit Mar 2007,Margin Mar 2007,Revenue Sep 2006,EBITDA Sep 2006,Profit Sep 2006,Margin Sep 2006,Revenue Jun 2006,EBITDA Jun 2006,Profit Jun 2006,Margin Jun 2006,Revenue Mar 2006,EBITDA Mar 2006,Profit Mar 2006,Margin Mar 2006,Revenue Dec 2005,EBITDA Dec 2005,Profit Dec 2005,Margin Dec 2005,Revenue Sep 2005,EBITDA Sep 2005,Profit Sep 2005,Margin Sep 2005
JINDALSAW,jindalsaw,JS08,4043.54,237.42,21.03,5.87,3478.28,160.87,-15.48,4.62,3969.9,323.92,121.84,8.16,3471.04,120.17,0.68,3.46,2972.88,290.13,107.62,9.76,2884.6,347.37,145.74,12.04,3783.85,397.71,186.66,10.51,2864.68,240.52,88.09,8.4,2374.32,235.37,79.55,9.91,1640.79,117.58,-26.57,7.17,2901.02,318.9,29.56,10.99,2987.97,299.38,65.49,10.02,2681.59,270.3,256.77,10.08,3056.46,321.36,109.44,10.51,3437.58,349.27,492.84,10.16,2958.12,297.16,121.5,10.05,2960.12,281.12,72.92,9.5,2761.18,297.39,76.45,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSL,jindalstainless,JSL01,5604.51,292.17,151.84,5.21,5474.12,473.54,302.54,8.65,6563.51,790.48,749.88,12.04,5670.02,716.18,410.67,12.63,5026.72,669.65,385.32,13.32,4032.72,516.55,281.68,12.81,3913.64,458.25,273.84,11.71,3584.63,379.99,163.73,10.6,3314.13,252.73,82.28,7.63,1376.06,-28.84,-105.6,-2.1,3094.11,131.15,-61.34,4.24,3302.39,200.04,54.12,6.06,3291.05,217.36,41.6,6.6,3263.32,204.56,46.1,6.27,3547.49,218.43,31.58,6.16,3306.7,141.19,41.97,4.27,3298.48,140.05,-63.81,4.25,3364.66,331.01,108.14,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSTEL,jindalsteelpower,JSP,13521.4,1317.59,219.29,9.74,13045.41,2866.33,2770.92,21.97,14339.49,2801.08,2207.18,19.53,12524.86,2707.28,1866.1,21.62,13611.71,3988.29,2678.43,29.3,10609.5,3970.38,14.25,37.42,11880.61,4463.64,2139.28,37.57,10533.51,3748.1,2566.68,35.58,8989.79,1977.02,-706.49,21.99,9278.77,1405.3,267.58,15.15,8810.68,1487.55,305.62,16.88,9299.78,801.64,-218.57,8.62,8939.47,603.43,-399.31,6.75,9945.58,1120.3,-87.4,11.26,10158.95,-528.59,-2713.34,-5.2,9434.98,1056.0,-87.24,11.19,9921.81,1176.87,279.17,11.86,9665.35,1236.61,109.89,12.79,,,,,8522.79,1177.1,-426.35,13.81,6903.79,644.3,-276.99,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDWORLD,jindalworldwide,JW01,477.52,54.26,32.72,11.36,639.26,67.71,41.7,10.59,728.51,59.5,35.07,8.17,675.72,52.05,30.77,7.7,630.51,44.46,25.0,7.05,524.43,36.33,18.89,6.93,641.85,36.07,16.29,5.62,589.55,41.56,25.21,7.05,413.68,37.71,14.96,9.12,54.53,-3.6,-12.26,-6.6,639.66,22.63,0.33,3.54,484.72,28.04,11.25,5.78,390.47,29.33,12.11,7.51,626.69,25.46,8.79,4.06,713.13,26.14,5.17,3.67,518.97,20.72,0.39,3.99,582.82,35.25,8.63,6.05,536.51,35.64,16.49,6.64,,,,,451.03,30.8,5.3,6.83,441.58,36.3,15.42,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JISLDVREQS,jainirrigationsystems,JISLD57000,1607.55,72.79,-88.68,4.53,2042.82,179.9,-4.28,8.81,2083.61,86.3,279.06,4.14,1613.75,30.68,-71.27,1.9,1644.59,90.66,108.16,5.51,1777.52,183.4,13.44,10.32,1793.8,213.02,48.28,11.88,1428.29,-4.1,-122.84,-0.29,1268.29,-50.71,-171.33,-4.0,1387.62,-39.61,-158.29,-2.85,1636.21,-271.17,-324.65,-16.57,1300.0,-211.72,-283.81,-16.29,1388.28,-27.81,-133.61,-2.0,1891.32,177.14,21.74,9.37,2583.07,241.47,55.47,9.35,2037.69,238.07,91.11,11.68,1895.11,160.04,18.32,8.44,2091.96,244.57,85.58,11.69,,,,,2777.7,304.08,91.18,10.95,1889.63,176.26,66.75,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JITFINFRA,jitfinfralogistics,JIT01,270.45,44.46,-33.16,16.44,250.08,37.28,-36.02,14.91,404.53,40.99,-29.36,10.13,395.76,39.42,-21.47,9.96,228.67,19.28,-42.44,8.43,205.83,26.16,-35.63,12.71,432.78,15.06,-35.55,3.48,219.17,39.63,-18.68,18.08,195.81,19.39,-35.2,9.9,81.19,1.02,-46.02,1.26,243.24,-2.91,-56.11,-1.2,198.25,16.99,-32.4,8.57,195.22,27.96,-28.99,14.32,208.63,32.17,-19.09,15.42,205.67,34.41,-13.28,16.73,183.7,7.46,-32.45,4.06,128.98,10.48,-29.96,8.13,63.82,-5.31,-37.98,-8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIYAECO,jiyaecoproducts,JEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,0.25,0.10,6.07,-17.58,0.59,0.23,-3.36,-21.47,0.22,0.13,-1.02,-66.72,-17.95,-19.42,26.9,42.88,7.88,5.2,18.38,54.88,8.11,5.42,14.78,52.51,8.03,7.45,15.29,54.92,9.27,5.35,16.88,57.26,7.93,6.83,13.85,53.46,7.54,6.47,14.1,47.63,7.21,6.14,15.14,,,,,32.75,5.1,1.66,15.57,27.53,3.84,3.19,13.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JKLAKSHMI,jklakshmicement,JKL01,1373.55,126.73,61.79,9.23,1654.14,207.81,115.08,12.56,1599.83,281.18,188.38,17.58,1285.68,136.68,65.77,10.63,1208.8,156.43,87.29,12.94,1325.58,221.27,136.18,16.69,1424.32,284.97,159.12,20.01,1259.84,192.11,118.44,15.25,1131.74,185.32,92.95,16.37,911.54,123.49,50.63,13.55,1137.47,194.44,98.63,17.09,1077.92,135.79,50.85,12.6,1012.36,132.26,49.73,13.06,1136.32,161.37,53.76,14.2,1279.33,116.15,40.02,9.08,1038.46,67.46,3.22,6.5,958.6,58.76,-5.7,6.13,1039.92,58.5,3.12,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JKPAPER,jkpaper,JKP01,1644.1,520.52,326.93,31.66,1430.23,392.95,264.23,27.47,1339.82,297.84,170.17,22.23,1023.62,239.42,151.05,23.39,944.37,210.03,118.38,22.24,660.75,181.29,104.22,27.44,898.16,221.72,136.07,24.69,744.88,136.44,64.59,18.32,638.44,92.61,33.4,14.51,469.24,48.04,2.66,10.24,735.86,169.87,92.72,23.08,820.65,219.69,131.85,26.77,790.62,215.84,120.39,27.3,713.06,220.29,123.45,30.89,807.16,212.67,112.97,26.35,869.39,222.0,111.43,25.54,785.15,180.3,105.35,22.96,795.01,175.47,95.19,22.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JKTYRE,jktyreindustries,JKT01,3756.52,206.05,48.84,5.49,3643.03,190.75,33.87,5.24,3311.83,139.52,38.43,4.21,3076.03,185.52,53.73,6.03,2986.66,206.2,64.19,6.9,2608.44,193.26,43.95,7.41,2927.28,376.37,196.02,12.86,2769.28,409.3,230.66,14.78,2274.84,270.17,108.91,11.88,1130.8,-93.12,-202.15,-8.23,1794.76,113.5,-46.95,6.32,2199.8,158.62,11.65,7.21,2154.95,211.48,168.63,9.81,2575.39,154.52,15.68,6.0,2705.89,191.51,35.88,7.08,2730.77,196.48,24.74,7.2,2493.76,237.82,48.3,9.54,2439.52,254.68,67.37,10.44,,,,,2283.97,365.59,159.77,16.01,2123.24,148.26,9.97,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMFINANCIL,jmfinancial,JMF,818.0,587.61,237.68,71.83,762.64,519.91,198.26,68.17,779.31,571.54,229.11,73.34,918.45,632.14,260.77,68.83,930.4,604.7,228.02,64.99,961.15,621.39,274.47,64.65,799.18,583.5,233.34,73.01,864.06,609.01,250.19,70.48,779.12,528.39,183.57,67.82,669.83,456.82,138.96,68.2,809.2,548.34,164.05,67.76,874.25,658.26,222.15,75.29,817.27,620.84,196.68,75.97,823.5,651.94,194.66,79.17,758.97,596.37,176.28,78.58,850.22,720.43,220.95,84.73,928.49,761.03,240.2,81.96,814.3,651.16,199.06,79.97,,,,,858.28,708.58,261.06,82.56,760.46,644.98,237.3,84.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMCPROJECT,jmcprojectsindia,JMC,1841.08,133.23,46.51,7.24,1671.64,111.79,31.33,6.69,1604.75,131.66,58.48,8.2,1390.94,66.42,-27.16,4.78,1362.31,25.79,8.25,1.89,1160.82,61.53,-1.49,5.3,1392.22,133.44,51.44,9.58,1111.19,84.22,8.25,7.58,842.67,60.36,-10.26,7.16,498.38,8.57,-43.42,1.72,976.28,18.69,-49.66,1.91,966.47,95.69,25.27,9.9,976.64,99.98,22.57,10.24,946.92,102.47,26.4,10.82,980.46,109.08,41.1,11.13,932.64,76.86,4.77,8.24,767.84,81.05,15.87,10.56,726.28,79.2,14.9,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMTAUTOLTD,jmtauto,JMT02,,,,,,,,,,,,,,,,,,,,,,,,,74.45,-8.15,-57.88,-10.95,67.6,-9.44,-17.99,-13.96,62.94,-8.92,-17.0,-14.17,27.83,-12.5,-11.66,-44.92,69.38,-16.03,-41.3,-23.1,71.76,-13.3,-22.23,-18.53,87.93,-15.5,-19.37,-17.63,121.56,1.62,-0.83,1.33,121.84,-4.94,-5.78,-4.05,123.91,-3.88,-4.29,-3.13,190.67,9.32,1.75,4.89,141.18,6.49,-9.23,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSWENERGY,jswenergy,JE01,2387.48,804.29,451.73,33.69,3026.27,822.54,551.44,27.18,2440.68,1068.51,876.49,43.78,1893.54,600.81,318.71,31.73,2087.46,795.18,334.32,38.09,1727.54,542.14,205.42,31.38,1569.62,383.04,99.18,24.4,1608.86,363.21,138.19,22.58,1938.57,693.2,349.62,35.76,1805.15,537.64,218.54,29.78,1793.41,339.74,89.13,18.94,1948.58,412.43,404.46,21.17,2118.55,753.8,347.84,35.58,2412.17,569.82,211.71,23.62,1924.58,283.16,-5.82,14.71,2421.69,515.55,157.0,21.29,2430.76,705.03,284.28,29.0,2360.56,553.66,217.1,23.45,,,,,1775.08,287.7,-455.57,16.21,1993.2,432.57,72.23,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSWISPL,jswispatspecialproducts,MI16,750.45,-146.48,-209.1,-19.52,1654.38,-24.71,-92.37,-1.49,1678.21,71.22,3.29,4.24,1465.32,39.47,-28.24,2.69,1407.33,31.61,-36.88,2.25,1449.35,129.79,63.32,8.96,1477.1,155.48,92.94,10.53,1155.36,97.87,29.49,8.47,944.84,5.28,241.22,0.56,590.43,-87.79,-154.13,-14.87,613.75,-39.02,-104.48,-6.36,570.17,-74.29,-137.7,-13.03,660.44,-51.41,-113.87,-7.78,775.55,-73.96,-135.95,-9.54,530.56,-87.78,-149.82,-16.54,491.61,-25.2,-80.22,-5.13,417.97,-74.46,-2929.63,-17.81,432.21,-63.86,-392.57,-14.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSWSTEEL,jswsteel,JSW01,41122.0,135.0,-859.0,0.33,37500.0,2720.0,856.0,7.25,46026.0,7602.0,3374.0,16.52,37462.0,7522.0,4494.0,20.08,32503.0,10124.0,6576.0,31.15,28432.0,9289.0,5577.0,32.67,26456.0,7348.0,4179.0,27.77,21487.0,4863.0,2674.00,22.63,18662.0,3417.0,1548.0,18.31,11454.0,426.0,-529.0,3.72,17556.0,1989.0,217.0,11.33,17666.0,1523.0,214.0,8.62,17203.0,1830.0,2551.0,10.64,19407.0,2831.0,1027.0,14.59,21837.0,3409.0,1528.0,15.61,19821.0,3460.0,1619.0,17.46,20891.0,3988.0,2089.0,19.09,19950.0,4258.0,2318.0,21.34,,,,,20027.0,4470.0,2872.0,22.32,17669.0,3041.0,1760.0,17.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JTEKTINDIA,jtektindia,SKS04,570.99,42.43,30.09,7.43,471.73,25.59,15.56,5.42,470.02,27.75,15.49,5.9,412.67,22.24,15.85,5.39,385.13,15.19,10.58,3.94,320.97,1.5,-0.79,0.47,470.49,37.12,26.67,7.89,431.87,24.6,16.86,5.7,354.62,13.33,8.76,3.76,75.99,-49.82,-38.61,-65.56,365.41,13.32,10.62,3.65,363.52,9.15,6.32,2.52,391.19,17.12,11.7,4.38,390.44,13.34,6.48,3.42,475.43,48.13,27.3,10.12,397.11,24.82,14.27,6.25,465.42,36.62,21.38,7.87,416.0,27.77,15.32,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.9,39.4,23.25,8.88,389.25,27.42,12.9,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JTLIND,jtlindustries,JTL01,299.91,31.46,20.27,10.49,256.94,15.46,11.01,6.02,301.15,23.8,16.0,7.9,232.45,18.87,13.02,8.12,263.09,19.03,12.95,7.23,179.02,12.25,8.05,6.84,204.19,19.05,10.92,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUBLFOOD,jubilantfoodworks,JF04,1301.49,207.65,115.03,15.95,1255.1,207.68,124.04,16.55,1175.97,196.4,112.28,16.7,1210.77,227.09,135.66,18.76,1116.19,204.39,120.05,18.31,893.19,129.2,60.5,14.47,1037.86,175.61,105.3,16.92,1069.28,206.12,123.92,19.28,816.33,142.41,75.78,17.45,388.41,-55.28,-74.48,-14.23,908.75,95.92,32.53,10.56,1071.36,180.32,101.8,16.83,998.05,165.96,72.98,16.63,949.11,150.72,71.48,15.88,872.82,118.27,77.38,13.55,937.31,143.52,92.92,15.31,889.79,117.79,75.56,13.24,863.23,110.09,72.13,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUBLINDS,jubilantindustries,JI10,426.15,26.6,14.29,6.24,355.03,31.67,22.03,8.92,329.2,4.54,-1.38,1.38,297.62,11.63,5.18,3.91,327.62,40.3,28.35,12.3,211.58,31.56,21.43,14.92,197.1,11.1,-27.29,5.63,157.61,11.62,7.36,7.37,,,,,94.32,1.62,-3.1,1.72,123.71,3.87,-1.87,3.13,128.39,8.91,3.86,6.94,138.01,11.14,5.63,8.07,151.84,15.06,9.55,9.92,141.52,5.59,-5.16,3.95,144.38,7.42,1.28,5.14,147.33,8.66,1.85,5.88,132.53,5.73,-0.99,4.32,,,,,114.52,2.71,-3.37,2.37,118.53,3.05,-2.2,2.57,,,,,,,,,123.0,11.38,2.5,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
